zz_kbcx_courseNumber,zzm_courseTitle_noEdit,zzd_semester,zzd_year,zzd_keywords,zze_courseURL
2.171,Analysis and Design of Digital Control Systems,Fall,2006,digital computer; computation; real-time computer; input-output; I/O; interface; data converter; A/D converter; sampling; state-space; algorithm; quantization; servo; timing; noise; nonlinear; nonlinearity; non-linear;,https://ocw.mit.edu/courses/mechanical-engineering/2-171-analysis-and-design-of-digital-control-systems-fall-2006
2.18,Biomolecular Feedback Systems,Spring,2015,"biomolecular feedback systems, systems biology,  modeling, feedback, cell, system, control, dynamical, input/output, synthetic biology, techniques, transcription, translation, transcriptional regulation, post-transcriptional regulation, cellular subsystems, dynamic behavior, analysis, equilibrium, robustness, oscillatory behavior, bifurcations, model reduction, stochastic, biochemical, simulation, linear, circuit, design, biological circuit design, negative autoregulation, toggle switch, repressilator, activator-repressor clock, IFFL, incoherent feedforward loop, bacterial chemotaxis, interconnecting components, modularity, retroactivity, gene circuit, design",https://ocw.mit.edu/courses/mechanical-engineering/2-18-biomolecular-feedback-systems-spring-2015
2.20,Marine Hydrodynamics (13.021),Spring,2005,"fundamentals of fluid mechanics, naval architecture, ocean science and engineering, transport theorem, conservation principles, Navier-Stokes' equation, dimensional analysis, ideal and potential flows, vorticity and Kelvin's theorem, hydrodynamic forces in potential flow, D'Alembert's paradox, added-mass, slender-body theory. Viscous-fluid flow, laminar and turbulent boundary layers, model testing, scaling laws, application of potential theory to surface waves, energy transport, wave/body forces, linearized theory of lifting surfaces, experimental project in the towing tank or propeller tunnel",https://ocw.mit.edu/courses/mechanical-engineering/2-20-marine-hydrodynamics-13-021-spring-2005
2.22,Design Principles for Ocean Vehicles (13.42),Spring,2005,seakeeping; sea keeping; wave; waves; swell; current; ship design; underwater vehicle; submarine; offshore platform; wave spectra; Froude Krylov; Fourier transform; vortex; vortex induced vibration; wave energy; wave spectra; Pierson-Moskowitz spectrum; Bretschneider spectrum; Ochi spectrum; JONSWAP spectrum,https://ocw.mit.edu/courses/mechanical-engineering/2-22-design-principles-for-ocean-vehicles-13-42-spring-2005
2.23,Hydrofoils and Propellers,Spring,2007,"turbine, rotor, computer-aided design, propulsion, lifting line, thrust, torque, vortices, boundary layers, wake adaptation, cavitation, fluid flow, fluid dynamics, lifting surface panel method, vortex lattice method, lifting flow, ",https://ocw.mit.edu/courses/mechanical-engineering/2-23-hydrofoils-and-propellers-spring-2007
2.24,Surface Waves and their Interaction With Floating Bodies (13.022),Spring,2002,,https://ocw.mit.edu/courses/mechanical-engineering/2-24-ocean-wave-interaction-with-ships-and-offshore-energy-systems-13-022-spring-2002
2.25,Advanced Fluid Mechanics,Fall,2013,"fluid dynamics; Mass conservation; Navier-Stokes equation, viscous flows, dimensional analysis, Lubrication theory, boundary layer, lift, drag, vorticity theorems, Potential flow, turbulence, Bernoulli equation, potenial flow, inviscid flow, flight, surface tension",https://ocw.mit.edu/courses/mechanical-engineering/2-25-advanced-fluid-mechanics-fall-2013
2.26,Compressible Fluid Dynamics,Spring,2004,"conservation laws, isentropic flows, normal shock wave relations, oblique shock waves, weak shock, strong shock, ducts, heat transfer, unsteady flows, Riemann invariants, piston, shock tube, steady 2D supersonic flow, Prandtl-Meyer function,  self-similar compressible flows.",https://ocw.mit.edu/courses/mechanical-engineering/2-26-compressible-fluid-dynamics-spring-2004
2.27,Turbulent Flow and Transport,Spring,2002,,https://ocw.mit.edu/courses/mechanical-engineering/2-27-turbulent-flow-and-transport-spring-2002
2.29,Numerical Marine Hydrodynamics (13.024),Spring,2003,numerical methods; interpolation; differentiation; integration; systems of linear equations; differential equations; numerical integration; partial differential equations of inviscid hydrodynamics; finite difference methods; boundary integral equation panel methods; numerical lifting surface computations; Fast Fourier Transforms; Numerical representation; deterministic and random sea waves; Integral boundary layer equations; numerical solutions,https://ocw.mit.edu/courses/mechanical-engineering/2-29-numerical-marine-hydrodynamics-13-024-spring-2003
2.29,Numerical Fluid Mechanics,Spring,2015,please reuse from Fall 2011 course,https://ocw.mit.edu/courses/mechanical-engineering/2-29-numerical-fluid-dynamics-spring-2015
2.500,Desalination and Water Purification,Spring,2009,"reverse osmosis, seawater, electrodialysis, student work, distillation, flash evaporation, power generation, wastewater treatment, particulate removal, system engineering, cogeneration, solar still, chlorination, Haiti",https://ocw.mit.edu/courses/mechanical-engineering/2-500-desalination-and-water-purification-spring-2009
2.51,Intermediate Heat and Mass Transfer,Fall,2008,,https://ocw.mit.edu/courses/mechanical-engineering/2-51-intermediate-heat-and-mass-transfer-fall-2008
2.57,Nano-to-Macro Transport Processes,Spring,2012,nanotechnology; nanostructure; energy; energy trasnport; energy storage; energy carriers; quantum mechanics; quantum physics; thermoelectrics; semiconductor physics; solar cells; waves and particles;,https://ocw.mit.edu/courses/mechanical-engineering/2-57-nano-to-macro-transport-processes-spring-2012
2.61,Internal Combustion Engines,Spring,2017,"internal combustion engines,
engine operation,
engine fuel requirements,
environmental impact,
fluid flow,
thermodynamics,
combustion,
heat transfer,
friction phenomena,
fuel properties,
spark-ignition,
stratified-charge,
mixed-cycle engine",https://ocw.mit.edu/courses/mechanical-engineering/2-61-internal-combustion-engines-spring-2017
2.611,Marine Power and Propulsion,Fall,2006,marine propulsion; propellers; waterjets; power plants; thermodynamics; reversible cycles; availability; rankine cycle; combustion; brayton cycle; diesel cycle; reduction gears; electric propulsors; electric drive; propulsion dynamics; small underwater vehicles; ,https://ocw.mit.edu/courses/mechanical-engineering/2-611-marine-power-and-propulsion-fall-2006
2.627,Fundamentals of Photovoltaics,Fall,2013,"photovoltaics; renewable energy; solar; pn-junction; quantum efficiency; bandgap; thermalization; semiconductor; thin films; charge excitation; conduction; commercialization; emerging technologies; conversion efficiencies, loss mechanisms; manufacturing; life-cycle analysis; markets; policy; society; environment",https://ocw.mit.edu/courses/mechanical-engineering/2-627-fundamentals-of-photovoltaics-fall-2013
2.670,Mechanical Engineering Tools,IAP,2004,fundamentals of machine tool and computer tool use; bandsaw; milling machine; lathe; MATLAB; MAPLE; XESS; CAD; problem solving; project-oriented.,https://ocw.mit.edu/courses/mechanical-engineering/2-670-mechanical-engineering-tools-january-iap-2004
2.672,Project Laboratory,Spring,2009,Engineering laboratory;  analytical and experimental methods; Communication; written report; oral presentation; projects; heat exchanger; pressure; fluids; dynamics; vibrations; ,https://ocw.mit.edu/courses/mechanical-engineering/2-672-project-laboratory-spring-2009
2.674,Micro/Nano Engineering Laboratory,Spring,2016,"microfluidics, surface science, self-assembly, MEMS, carbon nanotube and graphene, SEM, AFM, micro 3D printing",https://ocw.mit.edu/courses/mechanical-engineering/2-674-micro-nano-engineering-laboratory-spring-2016
2.682,Acoustical Oceanography,Spring,2012,"oceanography, acoustics, shallow water acoustics, acoustical oceanography, WHOI",https://ocw.mit.edu/courses/mechanical-engineering/2-682-acoustical-oceanography-spring-2012
2.693,Principles of Oceanographic Instrument Systems -- Sensors and Measurements (13.998),Spring,2004,oceanography; monitoring;  instrumentation; experiment; sampling; transducer; meteorology; calibration; noise; noise; ocean; water; sea water; telemetry; data recorder; satellite; current; salinity; pressure; corrosion; underwater;,https://ocw.mit.edu/courses/mechanical-engineering/2-693-principles-of-oceanographic-instrument-systems-sensors-and-measurements-13-998-spring-2004
2.700,Principles of Naval Architecture,Fall,2014,"naval architecture
ship geometry
geometry of ships
ship resistance
flow
hydrostatics
intact stability
damage stability
general stability
hull
hydrostatic
ship model testing
hull structure
Resistance
Propulsion
Vibration
submarine
hull subdivision
midsection",https://ocw.mit.edu/courses/mechanical-engineering/2-700-principles-of-naval-architecture-fall-2014
2.71,Optics,Spring,2009,optical science; elementary engineering applications; Geometrical optics; ray-tracing; aberrations; lens design; apertures; stops; radiometry; photometry; Wave optics; basic electrodynamics; polarization; interference; wave-guiding; Fresnel; Faunhofer diffraction; image formation; resolution; space-bandwidth product; optical design,https://ocw.mit.edu/courses/mechanical-engineering/2-71-optics-spring-2009
2.71,Optics,Spring,2014,optics; optical science;  geometrical optics; ray-tracing; aberrations; lens design; apertures; stops; radiometry; photometry; Wave optics; electrodynamics; polarization; interference; wave-guiding; Fresnel; Fraunhofer diffraction; image formation; resolution; space-bandwidth product; optical design,https://ocw.mit.edu/courses/mechanical-engineering/2-71-optics-spring-2014
